order_id,customer_id,order_datetime,city,restaurant_category,order_value,delivery_fee,delivery_time_min,payment_method,order_status,delivery_type,promo_code_used
ORD102105,CUST2196,2025-01-03 09:02:50.374053,Dubai,Asian,28.57,3.46,23.0,Card,Cancelled,Bike,Yes
ORD102106,CUST1742,2025-02-06 11:22:50.374060,Sharjah,Middle Eastern,145.96,7.0,10.0,Apple Pay,Returned,Bike,Yes
ORD102107,CUST7941,2025-03-06 22:07:50.374066,Sharjah,Middle Eastern,177.45,3.44,46.0,Card,Delivered,Car,Yes
ORD102108,CUST6644,2025-04-21 20:24:50.374073,Ajman,Fast Food,24.32,3.3,28.0,Card,Delivered,Scooter,Yes
ORD102109,CUST2044,2025-03-25 04:16:50.374080,Dubai,Fast Food,307.93,6.64,52.0,Apple Pay,Delivered,Bike,No
ORD102110,CUST9866,2025-03-01 06:50:50.374087,Ras Al Khaimah,Middle Eastern,11.37,6.84,38.0,Cash,Delivered,Scooter,No
ORD102111,CUST1987,2025-01-01 18:49:50.374094,Dubai,Middle Eastern,16.92,6.7,34.0,Card,Delivered,Bike,Yes
ORD102112,CUST2130,2025-06-14 14:13:50.374100,Ras Al Khaimah,Desserts,15.27,2.37,24.0,Cash,Delivered,Car,Yes
ORD102113,CUST8734,2025-01-15 20:07:50.374106,Ajman,Indian,168.32,4.07,20.0,Wallet,Delivered,Car,Yes
ORD102114,CUST1519,2025-03-29 07:05:50.374113,Dubai,Middle Eastern,79.66,6.65,35.0,Apple Pay,Delivered,Scooter,Yes
ORD102115,CUST5703,2025-05-15 06:37:50.374119,Sharjah,Fast Food,12.37,5.08,29.0,Cash,Delivered,Bike,No
ORD102116,CUST7698,2025-05-03 02:20:50.374126,Dubai,Healthy,43.53,2.85,17.0,Apple Pay,Failed,Scooter,Yes
ORD102117,CUST3948,2025-06-04 10:49:50.374133,Ras Al Khaimah,Desserts,71.65,5.92,15.0,Cash,Delivered,Bike,No
ORD102118,CUST3218,2025-05-27 08:11:50.374139,Abu Dhabi,Asian,6.54,3.57,20.0,Wallet,Delivered,Scooter,Yes
ORD102119,CUST7887,2025-06-14 08:39:50.374146,Sharjah,Healthy,160.55,8.59,48.0,Apple Pay,Delivered,Scooter,No
ORD102120,CUST7135,2025-01-29 00:29:50.374159,Ajman,Healthy,122.07,8.09,52.0,Apple Pay,Delivered,Bike,No
ORD102121,CUST7266,2025-02-04 03:35:50.374166,Ras Al Khaimah,Desserts,52.77,6.21,32.0,Cash,Delivered,Scooter,No
ORD102122,CUST8348,2025-04-27 03:00:50.374173,Sharjah,Middle Eastern,256.13,7.72,31.0,Cash,Delivered,Bike,Yes
ORD102123,CUST7184,2025-03-31 09:38:50.374179,Sharjah,Middle Eastern,40.57,5.13,27.0,Card,Delivered,Car,No
ORD102124,CUST7154,2025-04-02 00:52:50.374186,Sharjah,Middle Eastern,310.66,6.53,21.0,Apple Pay,Delivered,Bike,No
ORD102125,CUST2314,2025-03-21 06:46:50.374193,Ras Al Khaimah,Desserts,82.68,7.96,44.0,Wallet,Delivered,Scooter,No
ORD102126,CUST9835,2025-03-15 08:03:50.374200,Sharjah,Fast Food,75.52,5.49,49.0,Wallet,Delivered,Bike,Yes
ORD102127,CUST3178,2025-03-16 17:09:50.374207,Dubai,Indian,13.61,4.49,21.0,Wallet,Delivered,Bike,Yes
ORD102128,CUST6697,2025-03-27 01:19:50.374214,Ajman,Desserts,160.23,1.59,29.0,Cash,Cancelled,Bike,No
ORD102129,CUST2943,2024-12-30 21:31:50.374221,Dubai,Asian,41.83,4.83,26.0,Cash,Delivered,Car,No
ORD102130,CUST3924,2025-01-12 04:16:50.374228,Ras Al Khaimah,Fast Food,13.28,6.65,26.0,Wallet,Delivered,Scooter,No
ORD102131,CUST9802,2025-05-16 01:48:50.374236,Sharjah,Desserts,0.95,6.89,42.0,Card,Delivered,Bike,Yes
ORD102132,CUST7439,2025-05-07 02:45:50.374243,Ras Al Khaimah,Middle Eastern,61.53,6.01,17.0,Apple Pay,Delivered,Scooter,Yes
ORD102133,CUST9664,2025-02-15 21:14:50.374249,Dubai,Fast Food,56.21,3.92,35.0,Apple Pay,Delivered,Car,No
ORD102134,CUST3086,2025-05-19 22:01:50.374257,Ajman,Middle Eastern,95.3,1.05,37.0,Cash,Cancelled,Bike,Yes
ORD102135,CUST4648,2025-04-07 16:57:50.374272,Abu Dhabi,Desserts,165.72,4.01,29.0,Card,Delivered,Scooter,No
ORD102136,CUST1056,2025-03-13 14:53:50.374279,Ajman,Healthy,6.21,4.39,39.0,Apple Pay,Delivered,Car,No
ORD102137,CUST1372,2025-05-02 07:05:50.374286,Sharjah,Healthy,98.62,4.37,31.0,Apple Pay,Delivered,Car,Yes
ORD102138,CUST5888,2025-05-31 18:44:50.374292,Sharjah,Healthy,15.56,6.24,42.0,Cash,Delivered,Bike,No
ORD102139,CUST8585,2025-06-21 00:27:50.374300,Ajman,Indian,146.49,8.97,15.0,Wallet,Delivered,Scooter,No
ORD102140,CUST9920,2025-05-25 18:34:50.374307,Ajman,Middle Eastern,128.22,5.25,27.0,Cash,Delivered,Scooter,No
ORD102141,CUST7948,2025-01-01 22:41:50.374314,Ras Al Khaimah,Indian,58.37,4.57,29.0,Card,Delivered,Car,No
ORD102142,CUST9715,2025-04-21 10:38:50.374320,Ras Al Khaimah,Asian,92.9,4.48,3.0,Wallet,Delivered,Scooter,No
ORD102143,CUST7214,2025-03-08 13:03:50.374327,Abu Dhabi,Asian,28.3,5.25,19.0,Apple Pay,Delivered,Car,Yes
ORD102144,CUST4762,2025-03-14 00:01:50.374334,Ras Al Khaimah,Middle Eastern,47.78,3.34,22.0,Card,Delivered,Bike,Yes
ORD102145,CUST5055,2025-01-23 15:24:50.374341,Ras Al Khaimah,Indian,129.3,5.24,39.0,Card,Delivered,Bike,Yes
ORD102146,CUST8546,2025-03-17 13:32:50.374348,Sharjah,Indian,46.11,5.9,23.0,Apple Pay,Delivered,Scooter,No
ORD102147,CUST6671,2025-04-08 11:06:50.374355,Ras Al Khaimah,Desserts,33.21,5.42,22.0,Card,Delivered,Car,Yes
ORD102148,CUST3541,2025-01-25 09:05:50.374361,Dubai,Healthy,51.12,5.92,38.0,Wallet,Delivered,Scooter,No
ORD102149,CUST5516,2025-01-18 06:43:50.374368,Ajman,Middle Eastern,132.13,5.87,14.0,Apple Pay,Delivered,Car,No
ORD102150,CUST4088,2025-01-02 09:43:50.374375,Sharjah,Fast Food,30.62,1.46,9.0,Wallet,Cancelled,Scooter,No
ORD102151,CUST2848,2025-02-17 14:23:50.374382,Abu Dhabi,Desserts,14.32,6.27,26.0,Wallet,Delivered,Scooter,Yes
ORD102152,CUST1527,2025-06-17 16:01:50.374389,Ras Al Khaimah,Asian,93.36,3.66,16.0,Apple Pay,Delivered,Scooter,No
ORD102153,CUST7868,2025-02-23 11:57:50.374396,Sharjah,Middle Eastern,131.14,2.81,16.0,Cash,Delivered,Scooter,Yes
ORD102154,CUST1256,2025-02-07 21:18:50.374404,Dubai,Asian,7.96,2.79,36.0,Wallet,Failed,Bike,No
ORD102155,CUST4943,2024-12-30 06:06:50.374411,Sharjah,Asian,20.57,5.87,39.0,Wallet,Delivered,Scooter,No
ORD102156,CUST4376,2025-03-27 03:14:50.374417,Abu Dhabi,Indian,11.48,4.55,38.0,Cash,Delivered,Bike,Yes
ORD102157,CUST2102,2025-06-18 12:43:50.374424,Ras Al Khaimah,Asian,32.07,1.64,41.0,Cash,Delivered,Bike,Yes
ORD102158,CUST2653,2025-02-20 22:15:50.374437,Dubai,Asian,44.89,5.96,42.0,Cash,Delivered,Bike,No
ORD102159,CUST1550,2025-04-21 07:40:50.374458,Sharjah,Indian,103.62,2.12,9.0,Apple Pay,Delivered,Bike,Yes
ORD102160,CUST8314,2025-06-03 16:59:50.374466,Ras Al Khaimah,Fast Food,78.98,5.28,35.0,Wallet,Delivered,Scooter,Yes
ORD102161,CUST1797,2025-01-14 21:16:50.374473,Sharjah,Middle Eastern,72.75,5.48,25.0,Apple Pay,Delivered,Car,Yes
ORD102162,CUST5009,2025-03-19 01:24:50.374480,Ajman,Indian,32.58,6.77,23.0,Card,Delivered,Bike,No
ORD102163,CUST1724,2025-04-24 05:15:50.374487,Ajman,Asian,138.13,8.56,36.0,Card,Delivered,Bike,Yes
ORD102164,CUST7590,2025-06-16 14:26:50.374494,Ajman,Healthy,47.8,2.27,13.0,Card,Delivered,Bike,Yes
ORD102165,CUST8191,2025-02-03 01:51:50.374500,Abu Dhabi,Fast Food,290.12,4.9,12.0,Apple Pay,Delivered,Scooter,No
ORD102166,CUST4839,2025-03-01 18:06:50.374507,Sharjah,Middle Eastern,75.41,4.45,36.0,Apple Pay,Delivered,Scooter,No
ORD102167,CUST9843,2025-03-11 21:45:50.374521,Abu Dhabi,Fast Food,10.12,5.87,35.0,Cash,Delivered,Scooter,No
ORD102168,CUST4559,2024-12-31 20:08:50.374527,Ras Al Khaimah,Desserts,84.57,5.43,31.0,Cash,Delivered,Scooter,No
ORD102169,CUST1924,2025-01-03 23:46:50.374534,Sharjah,Fast Food,29.49,4.29,21.0,Cash,Returned,Bike,No
ORD102170,CUST3295,2025-02-15 10:41:50.374543,Ajman,Fast Food,86.96,4.12,37.0,Apple Pay,Delivered,Scooter,No
ORD102171,CUST9255,2025-02-16 19:16:50.374550,Ajman,Fast Food,5.41,2.77,37.0,Wallet,Delivered,Scooter,Yes
ORD102172,CUST5739,2025-04-15 02:09:50.374557,Ajman,Desserts,14.42,6.98,31.0,Cash,Delivered,Car,Yes
ORD102173,CUST4836,2025-03-17 07:04:50.374563,Ras Al Khaimah,Healthy,145.21,5.92,18.0,Card,Delivered,Car,No
ORD102174,CUST6224,2025-06-12 16:08:50.374570,Dubai,Indian,19.33,6.84,26.0,Wallet,Delivered,Bike,Yes
ORD102175,CUST6253,2025-05-25 02:12:50.374576,Ras Al Khaimah,Desserts,136.07,4.38,38.0,Card,Delivered,Scooter,No
ORD102176,CUST4881,2025-02-19 18:48:50.374582,Sharjah,Fast Food,24.56,3.69,43.0,Apple Pay,Delivered,Bike,Yes
ORD102177,CUST5944,2025-03-01 14:51:50.374590,Abu Dhabi,Healthy,77.23,2.84,27.0,Card,Delivered,Bike,Yes
ORD102178,CUST3347,2025-05-14 23:27:50.374597,Dubai,Desserts,88.85,5.72,28.0,Cash,Cancelled,Car,No
ORD102179,CUST9540,2025-01-22 14:18:50.374604,Dubai,Indian,53.91,2.92,28.0,Apple Pay,Delivered,Bike,No
ORD102180,CUST4621,2025-05-27 03:36:50.374610,Ajman,Asian,27.32,8.7,33.0,Wallet,Returned,Bike,No
ORD102181,CUST7775,2025-06-05 18:15:50.374616,Sharjah,Desserts,17.93,2.38,24.0,Card,Delivered,Scooter,Yes
ORD102182,CUST5923,2025-02-20 17:45:50.374622,Ajman,Desserts,2.53,5.55,1.0,Card,Delivered,Bike,No
ORD102183,CUST5508,2025-03-17 00:54:50.374629,Abu Dhabi,Desserts,27.17,8.13,42.0,Card,Cancelled,Car,No
ORD102184,CUST1998,2025-01-08 18:56:50.374635,Ras Al Khaimah,Middle Eastern,79.42,6.2,48.0,Card,Cancelled,Bike,No
ORD102185,CUST3869,2025-03-20 23:26:50.374641,Ajman,Middle Eastern,208.92,5.35,24.0,Wallet,Cancelled,Bike,No
ORD102186,CUST7999,2025-05-09 17:24:50.374647,Dubai,Healthy,153.71,3.06,19.0,Card,Delivered,Scooter,Yes
ORD102187,CUST9120,2025-01-01 05:51:50.374654,Ajman,Fast Food,108.95,2.24,29.0,Wallet,Delivered,Bike,Yes
ORD102188,CUST1768,2025-02-18 17:00:50.374661,Sharjah,Indian,116.5,6.54,28.0,Cash,Delivered,Car,No
ORD102189,CUST6642,2025-03-03 01:47:50.374668,Ajman,Healthy,82.02,8.01,40.0,Apple Pay,Delivered,Bike,Yes
ORD102190,CUST7244,2025-05-26 21:35:50.374675,Ras Al Khaimah,Middle Eastern,22.61,4.12,31.0,Wallet,Cancelled,Bike,No
ORD102191,CUST9592,2025-05-20 19:58:50.374683,Sharjah,Fast Food,178.29,2.72,22.0,Apple Pay,Delivered,Car,Yes
ORD102192,CUST6222,2025-01-21 06:44:50.374690,Ras Al Khaimah,Indian,83.32,0.08,17.0,Apple Pay,Delivered,Car,No
ORD102193,CUST7821,2025-03-04 09:22:50.374697,Dubai,Middle Eastern,61.65,3.04,39.0,Cash,Returned,Bike,No
ORD102194,CUST7688,2024-12-28 11:44:50.374703,Abu Dhabi,Indian,8.82,4.77,36.0,Apple Pay,Delivered,Car,No
ORD102195,CUST3444,2025-02-10 02:22:50.374710,Ajman,Desserts,44.44,8.2,41.0,Apple Pay,Delivered,Car,Yes
ORD102196,CUST5913,2025-01-13 07:39:50.374717,Abu Dhabi,Fast Food,46.26,6.35,20.0,Wallet,Cancelled,Scooter,No
ORD102197,CUST7167,2025-03-09 09:43:50.374930,Ras Al Khaimah,Asian,149.94,5.61,48.0,Apple Pay,Delivered,Bike,Yes
ORD102198,CUST4012,2025-04-14 11:10:50.374946,Ajman,Fast Food,59.33,4.2,13.0,Card,Delivered,Bike,No
ORD102199,CUST9813,2024-12-27 11:41:50.374953,Ajman,Indian,35.9,3.83,37.0,Card,Delivered,Scooter,No
ORD102200,CUST8758,2025-06-08 22:29:50.374960,Dubai,Middle Eastern,282.27,7.81,11.0,Wallet,Delivered,Scooter,No
ORD102201,CUST4948,2025-01-05 13:15:50.374967,Dubai,Middle Eastern,8.8,5.4,22.0,Wallet,Delivered,Scooter,Yes
ORD102202,CUST4692,2025-03-14 07:47:50.374974,Ajman,Asian,41.18,0.79,46.0,Card,Delivered,Bike,No
ORD102203,CUST5927,2025-04-23 20:38:50.374980,Ajman,Desserts,3.22,3.65,38.0,Apple Pay,Delivered,Bike,No
ORD102204,CUST3365,2025-06-18 19:40:50.374986,Abu Dhabi,Desserts,101.0,3.28,25.0,Apple Pay,Delivered,Bike,No
ORD102205,CUST8586,2025-01-29 19:03:50.374992,Ras Al Khaimah,Desserts,187.65,3.91,25.0,Cash,Delivered,Bike,Yes
ORD102206,CUST1944,2025-05-05 10:03:50.374998,Ajman,Indian,24.64,6.13,31.0,Apple Pay,Delivered,Car,No
ORD102207,CUST7761,2025-02-05 13:10:50.375004,Ajman,Fast Food,146.58,4.79,35.0,Card,Delivered,Car,No
ORD102208,CUST7824,2025-04-18 09:41:50.375013,Dubai,Asian,25.92,4.85,43.0,Card,Delivered,Car,No
ORD102209,CUST9683,2025-01-07 19:08:50.375020,Abu Dhabi,Desserts,181.24,7.63,25.0,Wallet,Delivered,Bike,No
ORD102210,CUST3196,2025-03-11 21:10:50.375028,Sharjah,Middle Eastern,105.17,3.61,14.0,Cash,Delivered,Scooter,Yes
ORD102211,CUST7363,2025-06-14 17:33:50.375034,Ras Al Khaimah,Indian,122.57,8.73,32.0,Card,Delivered,Bike,Yes
ORD102212,CUST4978,2025-05-18 15:37:50.375041,Ras Al Khaimah,Fast Food,1.36,3.66,25.0,Card,Delivered,Scooter,Yes
ORD102213,CUST5177,2024-12-27 12:45:50.375047,Abu Dhabi,Healthy,246.88,5.18,17.0,Apple Pay,Delivered,Bike,Yes
ORD102214,CUST4331,2025-03-21 23:13:50.375054,Sharjah,Desserts,97.28,4.44,33.0,Card,Delivered,Scooter,Yes
ORD102215,CUST6411,2025-06-21 21:12:50.375061,Ajman,Fast Food,27.26,5.25,28.0,Apple Pay,Delivered,Scooter,Yes
ORD102216,CUST2295,2025-01-05 16:08:50.375068,Ras Al Khaimah,Fast Food,132.63,5.89,33.0,Cash,Delivered,Bike,No
ORD102217,CUST8369,2025-02-10 00:26:50.375075,Ras Al Khaimah,Indian,24.8,5.87,21.0,Wallet,Delivered,Scooter,Yes
ORD102218,CUST7079,2025-05-20 13:47:50.375082,Ajman,Fast Food,154.62,3.49,35.0,Card,Delivered,Car,No
ORD102219,CUST2514,2025-04-23 08:54:50.375090,Ajman,Middle Eastern,8.96,2.75,17.0,Apple Pay,Cancelled,Scooter,Yes
ORD102220,CUST9775,2025-05-01 18:03:50.375104,Dubai,Middle Eastern,91.23,10.01,22.0,Apple Pay,Delivered,Car,No
ORD102221,CUST4120,2025-02-23 09:15:50.375111,Dubai,Fast Food,58.35,4.03,28.0,Apple Pay,Delivered,Scooter,No
ORD102222,CUST1844,2025-05-01 21:34:50.375118,Ajman,Middle Eastern,7.61,6.4,47.0,Apple Pay,Delivered,Bike,Yes
ORD102223,CUST5398,2025-03-17 07:05:50.375125,Sharjah,Fast Food,20.77,1.78,38.0,Cash,Returned,Car,No
ORD102224,CUST7179,2025-01-15 06:51:50.375132,Ajman,Middle Eastern,0.94,4.44,41.0,Cash,Delivered,Bike,Yes
ORD102225,CUST1647,2025-06-06 20:03:50.375139,Abu Dhabi,Fast Food,47.44,4.75,44.0,Apple Pay,Delivered,Bike,No
ORD102226,CUST2192,2025-05-23 08:36:50.375145,Ajman,Healthy,26.89,5.95,66.0,Wallet,Returned,Scooter,No
ORD102227,CUST4082,2025-06-07 09:13:50.375151,Ajman,Indian,68.41,-0.44,30.0,Apple Pay,Delivered,Car,No
ORD102228,CUST4555,2025-06-06 06:35:50.375158,Sharjah,Fast Food,26.46,5.33,44.0,Wallet,Delivered,Bike,No
ORD102229,CUST8854,2025-04-22 03:57:50.375164,Dubai,Fast Food,26.74,2.7,40.0,Card,Delivered,Car,No
ORD102230,CUST4422,2025-03-11 04:22:50.375170,Abu Dhabi,Fast Food,101.96,5.65,40.0,Cash,Delivered,Car,Yes
ORD102231,CUST6455,2025-04-28 16:19:50.375176,Dubai,Indian,3.7,2.93,48.0,Cash,Delivered,Car,No
ORD102232,CUST5967,2025-06-09 11:43:50.375182,Sharjah,Healthy,174.9,3.29,26.0,Cash,Delivered,Scooter,Yes
ORD102233,CUST1251,2025-04-03 12:44:50.375189,Ajman,Middle Eastern,143.42,4.45,25.0,Card,Delivered,Car,No
ORD102234,CUST4470,2025-05-06 02:59:50.375196,Abu Dhabi,Healthy,82.65,2.9,33.0,Card,Delivered,Car,Yes
ORD102235,CUST4113,2025-03-21 12:17:50.375202,Abu Dhabi,Asian,67.46,4.05,28.0,Apple Pay,Delivered,Car,Yes
ORD102236,CUST2922,2025-01-20 16:58:50.375209,Dubai,Healthy,167.13,2.61,33.0,Wallet,Delivered,Bike,No
ORD102237,CUST8846,2025-05-23 09:06:50.375216,Abu Dhabi,Fast Food,15.37,1.33,46.0,Cash,Delivered,Car,Yes
ORD102238,CUST4974,2025-02-14 11:04:50.375223,Sharjah,Indian,6.17,7.04,25.0,Card,Delivered,Car,No
ORD102239,CUST4350,2025-01-13 19:30:50.375231,Abu Dhabi,Asian,20.53,2.41,27.0,Apple Pay,Cancelled,Bike,Yes
ORD102240,CUST7498,2025-01-22 08:27:50.375238,Sharjah,Indian,118.7,4.64,32.0,Cash,Delivered,Bike,No
ORD102241,CUST4921,2025-02-17 22:18:50.375247,Abu Dhabi,Indian,2.65,6.51,28.0,Wallet,Delivered,Scooter,Yes
ORD102242,CUST6269,2025-01-23 00:19:50.375254,Abu Dhabi,Fast Food,65.57,3.77,11.0,Apple Pay,Cancelled,Car,No
ORD102243,CUST5637,2025-06-08 07:40:50.375260,Sharjah,Middle Eastern,404.24,3.35,24.0,Cash,Delivered,Bike,Yes
ORD102244,CUST7236,2024-12-26 19:56:50.375285,Abu Dhabi,Healthy,145.19,5.45,37.0,Card,Delivered,Car,No
ORD102245,CUST8639,2025-01-11 23:22:50.375293,Sharjah,Fast Food,55.27,7.24,44.0,Cash,Cancelled,Bike,Yes
ORD102246,CUST9743,2025-04-14 12:28:50.375300,Ajman,Healthy,4.93,2.66,18.0,Card,Delivered,Car,No
ORD102247,CUST6886,2025-02-26 03:54:50.375306,Dubai,Desserts,133.51,4.7,18.0,Card,Delivered,Bike,Yes
ORD102248,CUST6053,2025-03-29 14:52:50.375312,Dubai,Middle Eastern,68.53,1.54,30.0,Apple Pay,Delivered,Scooter,Yes
ORD102249,CUST5285,2025-02-07 05:25:50.375319,Ras Al Khaimah,Asian,9.16,4.21,9.0,Cash,Delivered,Bike,No
ORD102250,CUST6892,2025-04-07 09:13:50.375325,Sharjah,Middle Eastern,7.39,5.07,26.0,Wallet,Failed,Bike,Yes
ORD102251,CUST9401,2025-02-20 11:57:50.375332,Ras Al Khaimah,Desserts,180.29,3.29,13.0,Card,Delivered,Car,No
ORD102252,CUST9147,2024-12-30 06:01:50.375339,Ras Al Khaimah,Middle Eastern,82.97,4.09,44.0,Cash,Delivered,Bike,No
ORD102253,CUST8635,2025-02-01 03:07:50.375345,Sharjah,Desserts,132.58,2.18,22.0,Card,Delivered,Bike,Yes
ORD102254,CUST2615,2025-01-22 02:55:50.375352,Ras Al Khaimah,Fast Food,158.38,5.15,47.0,Apple Pay,Delivered,Bike,No
ORD102255,CUST8692,2025-01-29 20:15:50.375359,Ajman,Fast Food,63.61,7.11,41.0,Wallet,Delivered,Car,No
ORD102256,CUST6246,2025-03-30 22:01:50.375366,Dubai,Fast Food,54.65,2.81,24.0,Apple Pay,Delivered,Scooter,Yes
ORD102257,CUST4328,2025-02-19 14:11:50.375373,Ajman,Asian,42.22,3.75,19.0,Card,Delivered,Bike,No
ORD102258,CUST7073,2025-02-12 05:05:50.375380,Abu Dhabi,Fast Food,28.59,6.01,28.0,Apple Pay,Delivered,Bike,Yes
ORD102259,CUST6126,2025-06-08 16:05:50.375385,Dubai,Indian,42.77,7.42,29.0,Card,Failed,Car,Yes
ORD102260,CUST7781,2025-04-17 15:50:50.375392,Sharjah,Indian,111.5,2.01,33.0,Card,Delivered,Bike,Yes
ORD102261,CUST1749,2025-04-12 05:13:50.375398,Dubai,Indian,69.08,4.66,22.0,Card,Delivered,Bike,Yes
ORD102262,CUST4625,2025-04-27 13:46:50.375412,Sharjah,Desserts,167.29,5.57,37.0,Apple Pay,Delivered,Scooter,Yes
ORD102263,CUST3390,2025-04-03 17:09:50.375420,Abu Dhabi,Desserts,43.94,4.8,33.0,Wallet,Delivered,Car,Yes
ORD102264,CUST1265,2025-05-07 13:26:50.375426,Dubai,Healthy,70.06,0.05,27.0,Wallet,Delivered,Car,Yes
ORD102265,CUST5272,2025-05-06 14:12:50.375433,Sharjah,Middle Eastern,74.83,6.0,23.0,Wallet,Delivered,Car,No
ORD102266,CUST7841,2025-01-02 11:28:50.375439,Abu Dhabi,Indian,67.18,8.04,28.0,Card,Delivered,Car,Yes
ORD102267,CUST5836,2025-04-18 05:18:50.375445,Sharjah,Fast Food,90.96,5.23,22.0,Apple Pay,Returned,Scooter,Yes
ORD102268,CUST3497,2025-01-04 03:33:50.375452,Abu Dhabi,Indian,20.33,2.94,31.0,Apple Pay,Delivered,Bike,No
ORD102269,CUST4214,2025-01-19 19:54:50.375459,Dubai,Middle Eastern,53.86,3.97,31.0,Card,Delivered,Bike,Yes
ORD102270,CUST6404,2024-12-30 15:33:50.375467,Abu Dhabi,Asian,8.25,8.54,33.0,Card,Delivered,Bike,Yes
ORD102271,CUST4768,2024-12-31 03:22:50.375473,Dubai,Healthy,36.4,6.82,48.0,Card,Delivered,Scooter,No
ORD102272,CUST7223,2025-02-06 07:25:50.375480,Ras Al Khaimah,Desserts,50.16,6.28,29.0,Apple Pay,Delivered,Scooter,No
ORD102273,CUST5026,2025-05-03 10:08:50.375488,Sharjah,Fast Food,79.21,5.71,40.0,Card,Delivered,Car,Yes
ORD102274,CUST9180,2025-02-11 19:38:50.375495,Sharjah,Fast Food,225.48,3.68,32.0,Card,Cancelled,Bike,Yes
ORD102275,CUST6530,2025-04-11 04:30:50.375503,Ajman,Middle Eastern,68.84,4.6,28.0,Wallet,Delivered,Scooter,No
ORD102276,CUST5216,2025-05-03 04:55:50.375510,Dubai,Desserts,102.07,4.84,29.0,Cash,Delivered,Bike,No
ORD102277,CUST9005,2025-01-13 14:34:50.375517,Sharjah,Healthy,52.93,6.1,29.0,Apple Pay,Delivered,Car,Yes
ORD102278,CUST9037,2025-01-10 09:22:50.375523,Ras Al Khaimah,Desserts,75.41,8.02,33.0,Card,Delivered,Car,Yes
ORD102279,CUST8550,2025-04-23 12:15:50.375530,Ras Al Khaimah,Indian,5.52,7.24,20.0,Cash,Delivered,Car,Yes
ORD102280,CUST3756,2025-04-16 06:16:50.375536,Abu Dhabi,Healthy,22.02,2.16,15.0,Wallet,Failed,Bike,No
ORD102281,CUST6770,2025-02-07 14:36:50.375543,Sharjah,Desserts,33.69,5.45,37.0,Cash,Delivered,Car,No
ORD102282,CUST3773,2025-04-20 05:41:50.375550,Abu Dhabi,Indian,47.97,6.47,39.0,Apple Pay,Delivered,Bike,Yes
ORD102283,CUST3293,2025-04-21 21:21:50.375557,Abu Dhabi,Indian,3.5,6.24,37.0,Cash,Delivered,Scooter,No
ORD102284,CUST9954,2025-02-04 12:45:50.375564,Abu Dhabi,Fast Food,11.31,3.74,32.0,Cash,Delivered,Car,No
ORD102285,CUST9000,2025-06-07 17:54:50.375572,Abu Dhabi,Fast Food,24.31,10.83,38.0,Cash,Failed,Car,No
ORD102286,CUST4015,2025-04-20 09:16:50.375578,Dubai,Desserts,266.92,2.45,37.0,Cash,Failed,Car,Yes
ORD102287,CUST9882,2025-02-04 05:53:50.375585,Dubai,Middle Eastern,30.19,2.83,38.0,Wallet,Delivered,Bike,Yes
ORD102288,CUST1962,2025-04-15 08:09:50.375592,Ras Al Khaimah,Desserts,49.34,5.47,21.0,Cash,Delivered,Car,No
ORD102289,CUST9584,2025-03-09 18:28:50.375599,Dubai,Desserts,16.37,9.23,19.0,Card,Cancelled,Bike,No
ORD102290,CUST1554,2025-06-11 11:05:50.375606,Abu Dhabi,Indian,70.77,3.33,26.0,Card,Delivered,Scooter,Yes
ORD102291,CUST2217,2025-02-19 05:39:50.375612,Ras Al Khaimah,Middle Eastern,24.71,4.47,30.0,Apple Pay,Delivered,Bike,No
ORD102292,CUST1794,2025-02-23 11:21:50.375620,Sharjah,Middle Eastern,17.39,7.15,28.0,Card,Delivered,Bike,Yes
ORD102293,CUST1104,2025-04-05 21:37:50.375627,Sharjah,Healthy,54.51,4.96,11.0,Apple Pay,Delivered,Scooter,No
ORD102294,CUST7756,2025-05-09 21:22:50.375634,Abu Dhabi,Desserts,0.41,4.33,47.0,Card,Delivered,Scooter,No
ORD102295,CUST3252,2025-06-11 22:51:50.375641,Dubai,Asian,0.58,6.13,27.0,Wallet,Delivered,Scooter,Yes
ORD102296,CUST4791,2025-06-07 16:39:50.375648,Sharjah,Healthy,18.55,5.55,32.0,Wallet,Delivered,Car,Yes
ORD102297,CUST2113,2025-02-04 07:28:50.375655,Dubai,Healthy,2.81,7.06,42.0,Wallet,Delivered,Scooter,No
ORD102298,CUST3474,2025-05-23 20:46:50.375661,Sharjah,Healthy,8.57,7.58,7.0,Card,Delivered,Scooter,Yes
ORD102299,CUST1149,2024-12-31 11:32:50.375668,Dubai,Fast Food,31.03,5.61,25.0,Card,Delivered,Bike,No
ORD102300,CUST4583,2025-06-14 03:09:50.375675,Ras Al Khaimah,Indian,121.68,5.58,26.0,Apple Pay,Delivered,Bike,Yes
ORD102301,CUST9285,2025-06-10 00:38:50.375682,Ajman,Middle Eastern,63.66,5.43,27.0,Wallet,Failed,Scooter,No
ORD102302,CUST8471,2025-03-30 04:59:50.375689,Ras Al Khaimah,Desserts,53.91,5.98,28.0,Wallet,Delivered,Bike,Yes
ORD102303,CUST7114,2025-04-15 15:18:50.375697,Abu Dhabi,Healthy,26.06,5.11,44.0,Card,Delivered,Bike,Yes
ORD102304,CUST1990,2025-04-24 17:31:50.375703,Sharjah,Indian,201.35,5.0,37.0,Apple Pay,Delivered,Scooter,Yes
